incident_id,reported_at,city,neighborhood,animal_type,animal_count,age_group,behavior,mobility,weather,report_channel,traffic_risk,near_traffic,near_school,very_thin,bleeding,open_wound,pregnant_or_nursing,has_collar,reporter_confidence,visible_injury,severity_score,priority,resolution_time_hours,outcome
INC-103364,2025-06-08 07:50:13,Tirana,Ali Demi,Cat,2,Adult,Fearful,Limping,Rain,Email,Low,0,0,0,0,0,0,0,5,Yes,23,P3,37.41,Treated & Released
INC-103365,2025-01-29 12:17:48,Tirana,Paskuqan,Cat,1,Senior,Calm,Limping,Cold,WhatsApp,Low,0,0,0,0,0,0,0,4,No,40,P3,79.05,Treated & Released
INC-103366,2025-12-18 03:25:49,Tirana,Yzberisht,Cat,1,Puppy/Kitten,Calm,Normal,Clear,Email,Medium,1,0,0,0,0,0,0,2,Yes,14,P3,44.36,Monitor
INC-103367,2025-05-03 03:46:24,Tirana,Kinostudio,Dog,1,Senior,Calm,Normal,Clear,Call,Low,0,1,0,0,0,0,0,4,No,35,P3,54.73,Treated & Released
INC-103368,2025-10-29 00:11:42,Tirana,Selitë,Dog,2,Senior,Calm,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,3,No,15,P3,59.3,Treated & Released
INC-103369,2025-10-22 16:07:13,Tirana,Rruga e Kavajës,Dog,1,Puppy/Kitten,Calm,Unknown,Clear,Call,Low,0,0,0,0,0,0,1,4,No,15,P3,79.26,Monitor
INC-103370,2025-04-05 22:49:42,Tirana,Ali Demi,Dog,1,Adult,Weak,Normal,Clear,Call,High,1,0,0,0,0,0,0,2,No,21,P2,8.85,Treated & Released
INC-103371,2025-04-09 05:23:05,Tirana,Kinostudio,Cat,1,Puppy/Kitten,Unknown,Limping,Clear,Walk-in,Low,0,0,0,0,0,0,0,3,Yes,24,P3,23.06,Shelter Intake
INC-103372,2025-12-09 16:24:35,Tirana,Don Bosko,Cat,1,Adult,Calm,Normal,Rain,WhatsApp,High,1,1,0,0,0,0,0,3,Yes,18,P3,50.55,Shelter Intake
INC-103373,2025-04-06 06:58:36,Tirana,Ali Demi,Dog,1,Puppy/Kitten,Aggressive,Normal,Clear,WhatsApp,Low,0,0,1,0,0,0,0,3,Yes,35,P3,72.84,Treated & Released
INC-103374,2025-06-30 14:56:51,Tirana,21 Dhjetori,Cat,1,Unknown,Fearful,Normal,Clear,WhatsApp,Low,0,0,1,0,0,0,0,5,No,17,P3,34.16,Shelter Intake
INC-103375,2025-01-31 08:09:48,Tirana,Paskuqan,Cat,1,Adult,Calm,Normal,Rain,Call,Medium,0,0,0,0,0,0,0,3,Yes,13,P3,34.44,Referred to Partner Vet
INC-103376,2025-07-05 06:58:11,Tirana,Kombinat,Cat,1,Adult,Calm,Limping,Heatwave,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,27,P3,53.54,Shelter Intake
INC-103377,2025-05-01 12:35:41,Tirana,21 Dhjetori,Dog,1,Adult,Calm,Normal,Rain,App,Low,0,0,0,0,0,1,1,4,Yes,18,P3,43.43,Referred to Partner Vet
INC-103378,2025-10-17 01:43:49,Tirana,Rruga e Kavajës,Cat,2,Adult,Aggressive,Normal,Clear,App,Low,0,0,0,0,0,0,1,4,Yes,19,P3,42.24,Treated & Released
INC-103379,2025-09-02 22:18:44,Tirana,Fresku,Cat,1,Adult,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,5,Yes,15,P3,93.99,Treated & Released
INC-103380,2025-11-07 02:39:48,Tirana,Paskuqan,Cat,3,Puppy/Kitten,Calm,Normal,Rain,Call,Low,0,0,0,0,0,0,0,2,Yes,23,P3,46.38,Referred to Partner Vet
INC-103381,2025-05-23 21:42:21,Tirana,Kombinat,Dog,2,Adult,Fearful,Normal,Clear,WhatsApp,Low,0,0,0,1,0,0,0,3,No,41,P3,59.55,Shelter Intake
INC-103382,2025-06-18 07:39:25,Tirana,Myslym Shyri,Dog,1,Senior,Calm,Normal,Clear,WhatsApp,High,1,0,0,0,0,0,0,2,No,36,P3,57.7,Shelter Intake
INC-103383,2025-10-18 20:36:06,Tirana,Paskuqan,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,Walk-in,Low,0,0,1,0,0,0,0,2,No,37,P3,29.81,Shelter Intake
INC-103384,2025-11-17 06:52:55,Tirana,Yzberisht,Cat,4,Puppy/Kitten,Weak,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,3,No,19,P3,43.4,Unable to Locate
INC-103385,2025-10-08 14:35:37,Tirana,Selitë,Cat,1,Adult,Calm,Unknown,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,23,P2,4.92,Shelter Intake
INC-103386,2025-03-18 05:58:04,Tirana,Laprakë,Cat,2,Senior,Calm,Limping,Clear,Call,Low,0,0,0,0,0,0,0,4,Yes,28,P2,16.3,Shelter Intake
INC-103387,2025-01-18 02:14:05,Tirana,Blloku,Dog,3,Adult,Fearful,Immobile,Cold,WhatsApp,High,1,0,0,0,0,0,0,2,No,43,P3,75.38,Shelter Intake
INC-103388,2025-08-10 02:12:46,Tirana,Don Bosko,Cat,1,Unknown,Calm,Immobile,Clear,WhatsApp,Low,0,0,0,0,0,0,0,4,No,33,P3,49.51,Treated & Released
INC-103389,2025-06-15 19:06:12,Tirana,Fresku,Cat,1,Adult,Unknown,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,No,13,P3,45.65,Shelter Intake
INC-103390,2025-01-26 17:17:31,Tirana,Ali Demi,Dog,2,Senior,Calm,Normal,Rain,Walk-in,High,1,0,0,0,0,1,0,3,Yes,15,P3,32.44,Shelter Intake
INC-103391,2025-01-26 15:59:41,Tirana,Don Bosko,Cat,2,Senior,Fearful,Normal,Cold,WhatsApp,Low,0,0,0,0,0,0,0,2,No,36,P3,41.76,Treated & Released
INC-103392,2025-09-19 05:11:46,Tirana,Kinostudio,Dog,1,Unknown,Calm,Normal,Clear,App,Low,0,0,1,0,0,0,0,2,Yes,32,P3,50.33,Treated & Released
INC-103393,2025-12-16 07:03:54,Tirana,Astir,Cat,1,Senior,Fearful,Limping,Cold,Walk-in,Low,0,0,0,0,0,0,0,3,No,38,P2,11.02,Shelter Intake
INC-103394,2025-04-11 05:30:40,Tirana,Paskuqan,Cat,1,Puppy/Kitten,Calm,Normal,Clear,Walk-in,Low,0,0,0,0,0,0,0,3,No,14,P3,61.61,Monitor
INC-103395,2025-03-02 10:16:53,Tirana,Selitë,Cat,1,Adult,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,3,No,15,P2,17.07,Treated & Released
INC-103396,2025-04-06 06:19:46,Tirana,Don Bosko,Dog,1,Puppy/Kitten,Aggressive,Normal,Clear,Call,Low,0,0,0,0,1,0,0,3,Yes,42,P3,68.63,Shelter Intake
INC-103397,2025-07-17 14:41:10,Tirana,Blloku,Cat,2,Senior,Calm,Limping,Rain,App,Medium,1,1,1,0,0,0,0,3,No,32,P3,55.91,Monitor
INC-103398,2025-01-20 22:01:31,Tirana,Paskuqan,Cat,1,Adult,Aggressive,Normal,Rain,WhatsApp,Low,0,0,0,0,0,0,0,3,No,32,P3,53.17,Shelter Intake
INC-103399,2025-11-17 00:52:47,Tirana,Ali Demi,Dog,1,Senior,Calm,Limping,Clear,Call,Medium,1,0,1,0,0,0,0,4,No,40,P3,85.55,Shelter Intake
INC-103400,2025-04-07 14:24:22,Tirana,Kinostudio,Dog,1,Senior,Weak,Normal,Clear,WhatsApp,Medium,1,0,0,0,0,0,0,4,No,33,P3,80.8,Unable to Locate
INC-103401,2025-07-16 10:48:16,Tirana,Astir,Cat,1,Senior,Unknown,Normal,Rain,Call,Medium,1,0,0,0,0,0,0,1,No,14,P3,37.3,Monitor
INC-103402,2025-05-09 15:07:48,Tirana,Blloku,Dog,1,Adult,Calm,Unknown,Clear,WhatsApp,Medium,1,0,1,0,0,0,0,2,Yes,30,P3,27.37,Shelter Intake
INC-103403,2025-12-27 13:24:25,Tirana,Selitë,Dog,1,Adult,Calm,Immobile,Cold,Walk-in,Medium,1,0,0,0,0,0,0,4,No,45,P2,20.53,Treated & Released
INC-103404,2025-01-23 02:22:29,Tirana,Yzberisht,Cat,1,Adult,Calm,Limping,Cold,Walk-in,Medium,1,0,0,1,0,0,0,3,No,57,P2,22.85,Referred to Partner Vet
INC-103405,2025-07-03 18:18:09,Tirana,Kombinat,Cat,1,Puppy/Kitten,Calm,Normal,Clear,WhatsApp,High,1,1,1,0,0,0,0,3,No,37,P2,14.32,Referred to Partner Vet
INC-103406,2025-04-02 12:43:06,Tirana,Kinostudio,Cat,2,Adult,Fearful,Normal,Clear,WhatsApp,High,1,0,1,0,0,0,0,4,No,35,P2,11.2,Referred to Partner Vet
INC-103407,2025-03-25 02:53:27,Tirana,Yzberisht,Cat,2,Puppy/Kitten,Aggressive,Normal,Rain,Email,Low,0,0,0,0,0,0,0,3,No,21,P3,25.31,Monitor
INC-103408,2025-08-26 02:57:00,Tirana,Myslym Shyri,Dog,1,Adult,Fearful,Limping,Heatwave,Call,Low,0,1,0,0,0,0,0,1,Yes,32,P2,20.04,Referred to Partner Vet
INC-103409,2025-08-19 11:19:04,Tirana,Yzberisht,Dog,3,Puppy/Kitten,Calm,Unknown,Heatwave,Call,Low,0,1,0,0,0,0,0,3,Yes,35,P3,49.92,Treated & Released
INC-103410,2025-10-14 09:20:51,Tirana,Kombinat,Dog,3,Unknown,Calm,Immobile,Clear,Call,Low,0,0,0,0,0,0,0,1,Yes,35,P2,9.51,Shelter Intake
INC-103411,2025-02-05 20:26:18,Tirana,21 Dhjetori,Dog,1,Adult,Fearful,Normal,Cold,Walk-in,Low,0,0,1,0,0,0,0,3,No,32,P3,101.62,Treated & Released
INC-103412,2025-03-10 23:06:03,Tirana,Kombinat,Dog,2,Adult,Fearful,Normal,Clear,Call,Medium,1,0,0,0,0,0,0,3,Yes,30,P2,11.59,Treated & Released
INC-103413,2025-09-21 14:18:45,Tirana,Selitë,Cat,1,Adult,Aggressive,Normal,Rain,Call,Medium,1,0,0,0,0,0,0,4,No,25,P3,76.67,Unable to Locate
INC-103414,2025-03-06 03:58:35,Tirana,21 Dhjetori,Cat,1,Puppy/Kitten,Calm,Normal,Clear,App,Medium,1,0,0,0,0,0,0,1,Yes,15,P3,47.33,Shelter Intake
INC-103415,2025-08-15 08:40:53,Tirana,Laprakë,Dog,2,Adult,Calm,Normal,Clear,App,High,1,0,0,0,0,0,0,4,No,25,P3,91.41,Treated & Released
INC-103416,2025-03-16 15:52:57,Tirana,Myslym Shyri,Dog,3,Puppy/Kitten,Fearful,Normal,Clear,Call,Low,0,1,0,0,0,0,0,3,No,19,P3,66.14,Unable to Locate
INC-103417,2025-07-10 10:29:14,Tirana,Laprakë,Cat,1,Adult,Weak,Normal,Heatwave,Walk-in,Low,0,1,0,0,0,0,0,1,No,24,P3,54.88,Unable to Locate
INC-103418,2025-07-24 07:29:27,Tirana,Laprakë,Cat,1,Adult,Fearful,Normal,Clear,Email,High,1,0,0,0,0,0,0,3,Yes,21,P3,27.77,Monitor
INC-103419,2025-11-28 00:54:04,Tirana,Blloku,Dog,1,Adult,Aggressive,Normal,Clear,App,Medium,1,0,0,0,0,0,0,4,No,30,P3,39.89,Shelter Intake
INC-103420,2025-02-07 07:54:18,Tirana,Kinostudio,Dog,1,Adult,Calm,Normal,Cold,WhatsApp,High,1,0,0,0,0,0,0,3,No,22,P3,45.55,Treated & Released
INC-103421,2025-11-27 22:40:25,Tirana,Astir,Dog,1,Adult,Fearful,Normal,Clear,App,Low,0,0,0,0,1,0,0,1,No,40,P3,54.41,Monitor
INC-103422,2025-05-20 07:48:36,Tirana,Fresku,Cat,1,Puppy/Kitten,Calm,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,4,Yes,23,P3,66.64,Shelter Intake
INC-103423,2025-06-05 18:28:02,Tirana,Yzberisht,Dog,3,Adult,Fearful,Normal,Clear,WhatsApp,Low,0,1,0,1,0,0,0,3,No,45,P2,14.23,Referred to Partner Vet
INC-103424,2025-09-16 17:57:00,Tirana,Astir,Dog,1,Adult,Calm,Normal,Clear,App,Low,0,0,0,0,0,0,0,4,Yes,9,P3,33.9,Shelter Intake
INC-103425,2025-03-02 06:44:48,Tirana,Kombinat,Dog,1,Adult,Unknown,Normal,Rain,Walk-in,Low,0,0,0,0,0,0,0,4,Yes,18,P3,28.2,Treated & Released
INC-103426,2025-02-27 08:28:37,Tirana,Laprakë,Cat,1,Adult,Calm,Limping,Rain,Email,High,1,0,1,0,0,0,0,3,Yes,39,P3,49.43,Shelter Intake
INC-103427,2025-04-20 16:51:36,Tirana,Myslym Shyri,Cat,1,Adult,Aggressive,Normal,Clear,Call,High,1,1,1,0,0,0,0,1,No,43,P2,11.58,Shelter Intake
INC-103428,2025-10-07 02:12:53,Tirana,Kinostudio,Cat,2,Unknown,Unknown,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,6,P3,67.5,Monitor
INC-103429,2025-09-17 12:43:18,Tirana,Selitë,Cat,1,Puppy/Kitten,Fearful,Limping,Clear,Walk-in,Medium,1,1,0,0,0,0,0,1,No,27,P3,28.44,Shelter Intake
INC-103430,2025-07-03 18:48:26,Tirana,Selitë,Dog,1,Adult,Aggressive,Unknown,Clear,WhatsApp,Medium,0,0,0,0,0,0,0,4,Yes,20,P2,13.31,Treated & Released
INC-103431,2025-05-15 00:25:52,Tirana,Laprakë,Dog,2,Adult,Calm,Normal,Clear,Email,Medium,1,0,0,0,1,0,1,4,Yes,49,P1,3.42,Referred to Partner Vet
INC-103432,2025-04-08 22:30:22,Tirana,Yzberisht,Dog,1,Adult,Fearful,Limping,Clear,Call,Low,0,0,0,0,0,0,0,3,No,30,P3,63.15,Shelter Intake
INC-103433,2025-06-04 08:52:18,Tirana,Myslym Shyri,Cat,1,Puppy/Kitten,Calm,Unknown,Clear,WhatsApp,High,1,0,0,0,0,0,0,4,No,36,P2,12.86,Unable to Locate
INC-103434,2025-10-17 10:31:29,Tirana,Rruga e Kavajës,Cat,1,Adult,Weak,Normal,Rain,App,Low,0,0,0,0,0,0,0,2,No,20,P3,33.32,Shelter Intake
INC-103435,2025-10-19 20:37:09,Tirana,Paskuqan,Dog,1,Adult,Aggressive,Immobile,Rain,App,Low,0,0,1,0,0,1,0,3,Yes,33,P3,87.02,Treated & Released
INC-103436,2025-04-08 07:45:53,Tirana,Yzberisht,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,Call,Low,0,0,1,0,0,0,1,5,No,43,P2,21.28,Unable to Locate
INC-103437,2025-02-27 13:01:25,Tirana,Kombinat,Dog,1,Adult,Calm,Normal,Clear,Call,Low,0,0,0,0,0,0,0,4,Yes,15,P3,36.46,Treated & Released
INC-103438,2025-04-18 21:51:51,Tirana,21 Dhjetori,Dog,1,Adult,Weak,Limping,Rain,WhatsApp,Medium,1,1,0,0,0,0,0,5,No,31,P3,32.06,Unable to Locate
INC-103439,2025-10-27 08:56:07,Tirana,Kombinat,Cat,1,Adult,Calm,Normal,Rain,WhatsApp,Low,0,0,0,0,1,0,0,3,No,29,P3,48.66,Shelter Intake
INC-103440,2025-05-25 20:50:04,Tirana,Astir,Dog,1,Unknown,Aggressive,Limping,Clear,Walk-in,Medium,1,1,0,0,0,0,0,2,Yes,23,P3,84.69,Referred to Partner Vet
INC-103441,2025-07-14 14:22:30,Tirana,Don Bosko,Dog,1,Unknown,Calm,Normal,Clear,Call,Low,0,0,0,1,0,0,0,3,Yes,40,P3,51.98,Shelter Intake
INC-103442,2025-11-30 03:02:02,Tirana,Rruga e Kavajës,Cat,1,Adult,Weak,Normal,Rain,Call,Low,0,0,0,0,0,0,0,3,No,18,P3,42.15,Shelter Intake
INC-103443,2025-08-18 07:44:42,Tirana,Paskuqan,Dog,2,Adult,Fearful,Normal,Clear,Call,High,1,0,0,0,0,0,0,1,No,27,P3,35.19,Shelter Intake
INC-103444,2025-11-07 19:08:42,Tirana,Kombinat,Cat,1,Adult,Calm,Normal,Cold,App,Low,0,1,0,0,0,0,0,2,No,31,P3,41.94,Unable to Locate
INC-103445,2025-04-23 16:47:50,Tirana,Fresku,Cat,1,Puppy/Kitten,Weak,Unknown,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,27,P3,45.95,Treated & Released
INC-103446,2025-06-08 04:38:58,Tirana,Paskuqan,Dog,1,Adult,Weak,Normal,Heatwave,Call,Low,0,0,0,0,0,0,0,3,No,25,P3,35.33,Shelter Intake
INC-103447,2025-12-27 19:21:31,Tirana,Kinostudio,Dog,1,Unknown,Fearful,Normal,Cold,WhatsApp,Low,0,0,1,0,1,0,0,4,No,57,P2,14.5,Referred to Partner Vet
INC-103448,2025-03-28 13:34:27,Tirana,Kinostudio,Cat,1,Adult,Calm,Unknown,Clear,Call,High,1,0,0,0,0,0,0,2,Yes,26,P3,31.45,Referred to Partner Vet
INC-103449,2025-01-16 00:48:27,Tirana,Xhamllik,Dog,2,Unknown,Weak,Normal,Rain,Call,Low,0,0,0,0,0,0,0,3,No,14,P3,26.71,Treated & Released
INC-103450,2025-06-03 07:55:11,Tirana,Blloku,Dog,1,Adult,Weak,Unknown,Clear,Walk-in,High,1,0,0,0,0,0,1,2,No,32,P2,16.32,Treated & Released
INC-103451,2025-11-16 01:00:05,Tirana,Kinostudio,Dog,4,Adult,Fearful,Limping,Clear,App,Low,0,0,0,0,0,0,0,4,Yes,19,P3,78.55,Treated & Released
INC-103452,2025-01-30 13:21:23,Tirana,Myslym Shyri,Cat,1,Adult,Calm,Limping,Cold,Walk-in,Medium,0,0,1,0,1,0,0,1,Yes,66,P3,35.27,Referred to Partner Vet
INC-103453,2025-06-11 20:26:19,Tirana,Kombinat,Cat,1,Adult,Weak,Normal,Clear,WhatsApp,High,1,0,0,0,0,0,1,3,No,32,P3,32.08,Referred to Partner Vet
INC-103454,2025-07-12 20:58:45,Tirana,Paskuqan,Dog,1,Adult,Unknown,Normal,Clear,App,Low,0,1,1,0,0,0,0,3,No,39,P3,34.29,Treated & Released
INC-103455,2025-10-30 19:05:45,Tirana,Laprakë,Dog,1,Puppy/Kitten,Calm,Normal,Clear,WhatsApp,Low,0,1,0,0,0,0,0,3,No,19,P3,60.63,Treated & Released
INC-103456,2025-10-09 20:12:43,Tirana,Astir,Dog,1,Unknown,Calm,Limping,Rain,WhatsApp,Low,0,1,0,0,0,0,0,1,No,44,P3,39.14,Treated & Released
INC-103457,2025-09-24 01:26:45,Tirana,Yzberisht,Dog,1,Adult,Unknown,Normal,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,Yes,1,P3,28.74,Monitor
INC-103458,2025-07-06 08:39:41,Tirana,Kombinat,Dog,1,Senior,Weak,Unknown,Rain,Call,High,1,1,0,0,0,0,0,4,Yes,45,P2,13.13,Referred to Partner Vet
INC-103459,2025-04-11 06:32:06,Tirana,Ali Demi,Cat,1,Adult,Calm,Normal,Clear,App,Low,0,0,0,0,0,0,0,1,No,9,P3,37.24,Treated & Released
INC-103460,2025-12-18 20:06:30,Tirana,Yzberisht,Dog,1,Adult,Calm,Normal,Clear,App,Low,0,0,0,0,0,0,0,3,No,24,P3,55.71,Shelter Intake
INC-103461,2025-10-25 03:10:50,Tirana,21 Dhjetori,Cat,1,Adult,Fearful,Normal,Cold,Call,Low,0,0,0,0,0,0,0,4,Yes,27,P1,4.05,Treated & Released
INC-103462,2025-08-02 02:04:28,Tirana,Selitë,Dog,1,Adult,Calm,Normal,Clear,WhatsApp,Medium,1,0,0,0,0,1,0,3,Yes,29,P3,53.9,Referred to Partner Vet
INC-103463,2025-02-17 03:54:39,Tirana,Xhamllik,Dog,2,Adult,Fearful,Normal,Cold,Call,Low,0,0,0,1,0,0,0,5,No,58,P2,11.61,Shelter Intake
INC-103464,2025-10-27 04:05:02,Tirana,Myslym Shyri,Cat,1,Senior,Aggressive,Normal,Clear,Call,Low,0,0,0,0,0,0,0,1,No,13,P3,30.81,Shelter Intake
INC-103465,2025-06-25 06:20:33,Tirana,Astir,Dog,1,Puppy/Kitten,Weak,Normal,Heatwave,WhatsApp,Low,0,0,0,0,0,0,0,2,No,27,P3,32.95,Shelter Intake
INC-103466,2025-07-27 14:45:27,Tirana,Kinostudio,Dog,3,Senior,Unknown,Normal,Clear,App,Low,0,0,0,0,0,0,0,3,No,19,P3,43.9,Shelter Intake
INC-103467,2025-11-02 01:21:45,Tirana,Laprakë,Cat,1,Puppy/Kitten,Weak,Normal,Cold,App,High,1,1,0,0,0,0,0,4,No,44,P2,25.87,Shelter Intake
INC-103468,2025-05-31 15:18:35,Tirana,Myslym Shyri,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,0,4,No,18,P3,51.59,Shelter Intake
INC-103469,2025-01-08 01:53:34,Tirana,21 Dhjetori,Dog,1,Senior,Unknown,Normal,Rain,WhatsApp,Low,0,0,1,0,0,0,0,5,No,35,P3,45.63,Shelter Intake
INC-103470,2025-05-13 20:36:51,Tirana,Ali Demi,Dog,1,Adult,Fearful,Limping,Clear,WhatsApp,Low,0,1,0,0,0,0,0,3,No,23,P3,34.0,Shelter Intake
INC-103471,2025-09-03 06:39:41,Tirana,Astir,Dog,2,Unknown,Aggressive,Normal,Clear,Email,Low,0,0,0,0,0,0,1,2,Yes,17,P3,36.87,Treated & Released
INC-103472,2025-10-21 21:28:48,Tirana,Yzberisht,Dog,2,Puppy/Kitten,Fearful,Normal,Rain,WhatsApp,Medium,1,1,0,0,0,0,0,3,No,38,P3,53.73,Treated & Released
INC-103473,2025-06-06 07:11:36,Tirana,Don Bosko,Dog,2,Adult,Aggressive,Unknown,Heatwave,Walk-in,Medium,0,0,0,0,0,0,0,3,Yes,22,P3,46.69,Shelter Intake
INC-103474,2025-10-28 09:12:04,Tirana,Paskuqan,Dog,2,Puppy/Kitten,Calm,Normal,Rain,App,High,1,0,0,0,0,1,0,3,No,31,P2,13.51,Treated & Released
INC-103475,2025-11-21 02:12:28,Tirana,Selitë,Cat,1,Adult,Fearful,Normal,Clear,Call,High,1,0,0,0,0,0,0,3,No,12,P3,46.67,Monitor
INC-103476,2025-05-06 03:15:07,Tirana,Selitë,Cat,1,Adult,Fearful,Normal,Clear,WhatsApp,Medium,1,0,0,0,0,1,0,2,Yes,14,P3,59.23,Shelter Intake
INC-103477,2025-06-25 21:25:18,Tirana,Don Bosko,Dog,1,Unknown,Aggressive,Normal,Clear,Walk-in,High,1,0,1,0,1,0,0,5,Yes,52,P2,21.22,Treated & Released
INC-103478,2025-09-16 02:20:12,Tirana,21 Dhjetori,Cat,1,Adult,Fearful,Normal,Rain,WhatsApp,Medium,1,0,0,0,0,0,0,3,No,28,P3,47.41,Treated & Released
INC-103479,2025-11-22 06:14:38,Tirana,Kombinat,Cat,1,Adult,Fearful,Normal,Cold,App,Low,0,0,0,0,0,0,0,2,No,28,P3,66.11,Shelter Intake
INC-103480,2025-11-24 09:32:17,Tirana,Laprakë,Dog,1,Adult,Calm,Unknown,Rain,App,Low,0,0,1,0,0,0,0,3,No,25,P2,20.14,Shelter Intake
INC-103481,2025-08-03 23:47:12,Tirana,Fresku,Cat,2,Adult,Calm,Limping,Clear,Walk-in,Low,0,0,0,0,0,0,0,5,Yes,28,P1,5.1,Treated & Released
INC-103482,2025-11-02 07:24:49,Tirana,Xhamllik,Cat,1,Adult,Unknown,Normal,Rain,Call,Low,0,0,1,0,0,0,0,2,Yes,22,P3,49.27,Treated & Released
INC-103483,2025-06-15 07:15:28,Tirana,Blloku,Dog,1,Adult,Aggressive,Normal,Heatwave,Call,High,1,0,0,0,0,0,0,3,No,34,P3,62.12,Treated & Released
INC-103484,2025-04-27 14:06:52,Tirana,Selitë,Dog,1,Adult,Fearful,Normal,Clear,App,Low,0,0,0,0,0,0,0,1,No,16,P3,37.21,Shelter Intake
INC-103485,2025-03-01 10:24:21,Tirana,Blloku,Cat,1,Puppy/Kitten,Fearful,Normal,Rain,Email,Medium,1,0,0,0,0,0,0,3,No,28,P3,21.67,Shelter Intake
INC-103486,2025-07-26 04:55:39,Tirana,Astir,Dog,1,Adult,Fearful,Normal,Clear,Walk-in,Medium,1,0,0,0,1,0,0,4,Yes,45,P2,15.11,Shelter Intake
INC-103487,2025-06-08 00:18:41,Tirana,Kombinat,Dog,2,Adult,Fearful,Normal,Rain,Walk-in,High,1,1,0,0,0,0,0,3,No,38,P3,99.93,Referred to Partner Vet
INC-103488,2025-10-04 10:27:35,Tirana,Laprakë,Dog,1,Unknown,Weak,Limping,Rain,Walk-in,Medium,1,0,0,0,0,0,0,5,No,28,P3,42.04,Monitor
INC-103489,2025-11-27 17:12:24,Tirana,Laprakë,Cat,1,Adult,Calm,Normal,Rain,App,Medium,0,0,0,0,0,0,0,2,Yes,15,P3,28.07,Unable to Locate
INC-103490,2025-10-26 06:16:02,Tirana,Astir,Cat,1,Senior,Fearful,Normal,Clear,WhatsApp,High,1,1,0,0,0,0,0,1,No,30,P2,7.21,Treated & Released
INC-103491,2025-03-24 10:52:37,Tirana,Paskuqan,Dog,1,Puppy/Kitten,Fearful,Normal,Clear,Email,Low,0,1,0,0,0,0,0,3,Yes,30,P3,60.93,Shelter Intake
INC-103492,2025-11-23 19:02:33,Tirana,Myslym Shyri,Dog,1,Senior,Fearful,Normal,Cold,Call,Low,0,0,0,0,0,0,0,5,No,37,P3,47.98,Shelter Intake
INC-103493,2025-08-13 05:24:09,Tirana,Xhamllik,Cat,1,Puppy/Kitten,Weak,Normal,Clear,WhatsApp,Low,0,1,0,0,0,0,0,3,No,34,P3,39.43,Treated & Released
INC-103494,2025-02-09 00:07:43,Tirana,21 Dhjetori,Cat,1,Adult,Calm,Normal,Clear,Walk-in,Medium,1,0,0,1,0,0,0,3,No,42,P3,118.7,Treated & Released
INC-103495,2025-12-23 20:11:37,Tirana,21 Dhjetori,Cat,1,Adult,Aggressive,Normal,Cold,WhatsApp,Low,0,0,0,0,0,0,0,5,Yes,31,P2,13.94,Shelter Intake
INC-103496,2025-10-15 19:29:59,Tirana,Kombinat,Dog,1,Adult,Calm,Normal,Clear,WhatsApp,High,1,0,0,0,0,0,0,3,Yes,17,P3,34.66,Monitor
INC-103497,2025-08-17 11:23:35,Tirana,Kombinat,Dog,2,Adult,Calm,Unknown,Clear,WhatsApp,Low,0,0,0,0,0,0,0,3,No,14,P3,56.5,Treated & Released
INC-103498,2025-11-11 09:05:32,Tirana,Astir,Cat,1,Adult,Calm,Normal,Clear,App,High,1,0,0,0,0,0,0,2,No,22,P3,27.16,Unable to Locate
INC-103499,2025-08-18 11:09:25,Tirana,Fresku,Dog,3,Adult,Fearful,Limping,Clear,Call,Medium,1,0,0,0,0,0,1,2,Yes,27,P3,48.95,Unable to Locate
INC-103500,2025-09-09 20:19:31,Tirana,21 Dhjetori,Dog,1,Adult,Calm,Normal,Cold,Walk-in,Low,0,1,0,0,0,0,0,2,No,27,P3,56.65,Treated & Released
INC-103501,2025-03-26 19:48:07,Tirana,Rruga e Kavajës,Dog,1,Puppy/Kitten,Fearful,Normal,Rain,Walk-in,Low,0,1,0,0,0,0,0,4,Yes,29,P3,32.93,Shelter Intake
INC-103502,2025-12-02 11:26:07,Tirana,Selitë,Dog,2,Adult,Aggressive,Limping,Rain,WhatsApp,Low,0,0,0,0,0,0,0,3,No,25,P3,51.86,Monitor
INC-103503,2025-07-23 02:28:53,Tirana,21 Dhjetori,Cat,2,Adult,Fearful,Normal,Rain,App,Low,0,0,1,0,0,0,0,4,No,32,P3,40.85,Shelter Intake
INC-103504,2025-11-23 22:31:09,Tirana,Don Bosko,Cat,1,Senior,Fearful,Normal,Clear,Call,Low,0,0,0,0,0,0,1,4,No,28,P3,75.17,Treated & Released
